artist_id,artist_name,in_degree_centrality,out_degree_centrality,betweenness_centrality,katz_centrality,pagerank,eigenvector_centrality,closeness_centrality
759491,The Exploited,0.0021420921099607284,0.0021420921099607284,0.00012188812498628344,0.0016235811390074742,0.0001687660596563342,6.717107655296044e-11,0.028412906414066713
74,Special Duties,0.0,0.0,0.0,0.0003463094090572232,4.661362665256996e-05,2.2640856019096656e-28,0.0
25462,Tricky,0.0021420921099607284,0.0021420921099607284,0.0009503511380674627,0.0011776698510017948,0.00011475285013206457,1.3134431444972197e-11,0.027842165313998708
335,PJ Harvey,0.003927168868261335,0.003927168868261335,0.0005896757411797058,0.0015618244678903342,0.00015626470706449588,1.4811802604609957e-12,0.01838418040592208
66915,Bob Dylan,0.06943948589789362,0.06943948589789362,0.0070304266038064235,0.18882710036168554,0.005737017006405377,0.031804078520250675,0.30565607449439264
71209,Leonard Cohen,0.011424491253123885,0.011424491253123885,0.0004856267536418288,0.008980041182814051,0.00047233476701958525,4.8215120972817374e-05,0.13274801872210085
91438,The Gun Club,0.0016065690824705464,0.0016065690824705464,7.291197678288458e-05,0.0017881289402184215,0.00010235430191205643,2.8644692646918576e-10,0.056542784616091774
113823,Chrissie Hynde,0.0010710460549803642,0.0010710460549803642,3.181846787388949e-05,0.0008214788723974421,6.807625509864627e-05,7.199389343588434e-13,0.016075759804552434
132710,Crime & the City Solution,0.0005355230274901821,0.0005355230274901821,4.001542944512023e-06,0.0005786799258388457,5.810324025538772e-05,7.199389321094799e-13,0.015294973615946412
208582,Lesley Gore,0.0014280614066404856,0.0014280614066404856,0.0001451366310871571,0.0021970927462113534,0.0001489070884482171,2.5801991938264792e-05,0.11033596623643144
378288,Massive Attack,0.005712245626561942,0.005712245626561942,0.0014730730635828969,0.0028309041025299875,0.00029665931267252904,7.198136115957424e-12,0.03898267409488443
397880,Nick Cave,0.003927168868261335,0.003927168868261335,0.009254277608046157,0.0033356536675561536,0.0001905683815143354,1.0375633813115791e-05,0.10802113923687717
489999,The Raincoats,0.001785076758300607,0.001785076758300607,0.00011654788708171969,0.002584216744295175,0.00012222366621262023,4.827841288786803e-10,0.06767731499180128
492331,Pretenders,0.006069260978222064,0.006069260978222064,0.0014609223635742388,0.004590905007137788,0.00027407541316460445,4.979711245626648e-06,0.1070317973937929
615119,Tom Waits,0.008568368439842914,0.008568368439842914,0.000367761236510007,0.0041444933699797,0.00029342919074679667,4.25434291527128e-06,0.11120455295411494
651107,Marianne Faithfull,0.0023205997857907892,0.0023205997857907892,3.562115944408919e-05,0.002621974460730088,0.00013691141596934591,8.577808303509311e-06,0.10837935789269458
747445,Patti Smith,0.008032845412352732,0.008032845412352732,0.0011736429629349515,0.008035945851639458,0.00042006599286416606,1.6121933796507645e-05,0.11840899910638189
755156,Sonic Youth,0.01267404498393431,0.01267404498393431,0.0030339806635102185,0.007918979403375473,0.00044769624309658434,6.844689951488197e-10,0.07588379531517628
838272,Pere Ubu,0.0046411995715815784,0.0046411995715815784,0.00026711404055421606,0.006416644304266958,0.00031863841164837174,7.439110054406435e-06,0.10602833750950598
895136,Pixies,0.012852552659764371,0.012852552659764371,0.0005630032224391635,0.006027092232998936,0.0004077963843320492,2.719062325689906e-10,0.05708292001102259
899530,The Smiths,0.014816137093895038,0.014816137093895038,0.0011442213368943537,0.006434145184367325,0.00043978216890477856,4.905529296717019e-10,0.06508897416438036
960690,X,0.005355230274901821,0.005355230274901821,0.002777122504756652,0.005770595345655995,0.00028272429184707134,2.6001158680984795e-05,0.11837265391496828
988638,Captain Beefheart,0.006069260978222064,0.006069260978222064,0.0008115376029015904,0.008149144018552885,0.0003635806182210672,0.0008980417150340027,0.18694375354577303
75264,Bad Brains,0.006426276329882186,0.006426276329882186,0.0004723557829000894,0.005874429268457751,0.00038700791458224525,1.026294728422527e-09,0.06534125748388606
441,P.O.D.,0.0003570153516601214,0.0003570153516601214,4.05265078041636e-05,0.00041557129086866785,6.896967098793493e-05,1.4716556412412828e-26,0.0003570153516601214
91650,Black Flag,0.016601213852195644,0.016601213852195644,0.00460538638960712,0.015706755944531043,0.0008832161142300539,2.9203099967567493e-05,0.12050316195030938
112789,Korn,0.006604784005712246,0.006604784005712246,0.0006340524902752896,0.0018923942646585288,0.00028009784919430633,4.2293266157841956e-17,0.009179487244641913
134729,Faith No More,0.006604784005712246,0.006604784005712246,0.0004956815291281895,0.0027140203751026457,0.00030588022364327915,1.3660911058471572e-10,0.02899687263909465
175775,Eek-A-Mouse,0.001785076758300607,0.001785076758300607,8.559209902405673e-05,0.0008703169899306604,0.00014390545630899542,2.507744782964879e-18,0.004620455560323039
295756,Santana,0.005712245626561942,0.005712245626561942,0.0032130211224145927,0.0036137588246682893,0.0003111657556552366,0.00019050247634867326,0.15431406073769563
359326,Primus,0.003034630489111032,0.003034630489111032,0.0012837453931112666,0.0014785261941551281,0.00014426227035556547,6.878356397454924e-11,0.03888013877869269
446509,Metallica,0.019992859692966797,0.019992859692966797,0.009279583029951632,0.008714320939737428,0.0007350274023199012,2.86436054994755e-06,0.09840425342933788
485135,311,0.002856122813280971,0.002856122813280971,0.0002175021216696629,0.0010420796427940903,0.00016215530934578448,4.5091755256193123e-23,0.005355230274901821
579839,Suicidal Tendencies,0.004105676544091396,0.004105676544091396,0.00011863447473266658,0.0032540932926988075,0.0002087453240643878,2.6977354033522166e-10,0.0415749569161011
741746,Sepultura,0.003748661192431275,0.003748661192431275,0.000266966946206016,0.001708829329996856,0.00014908425707610602,6.695244815379884e-11,0.02733772853437517
789064,Extreme,0.0005355230274901821,0.0005355230274901821,0.0008734554854591504,0.0006335805434045094,6.006542827812933e-05,5.469946639324206e-11,0.025361364511276723
790820,Tool,0.004462691895751518,0.004462691895751518,0.0005825238098011589,0.0017845872963602536,0.00024201926040505684,7.987528922559992e-11,0.02981516242008222
796045,Fishbone,0.003927168868261335,0.003927168868261335,0.00043956159238287625,0.0017070955145615416,0.0002311452438631356,3.448768650187071e-11,0.029548837758828096
