artist_id,artist_name,in_degree_centrality,out_degree_centrality,betweenness_centrality,katz_centrality,pagerank,eigenvector_centrality,closeness_centrality
74,Special Duties,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
335,PJ Harvey,0.003927168868261340,0.003927168868261340,0.0005896757411797060,0.0015618244678903300,0.00015626470706449600,1.481180260461E-12,0.01838418040592210
441,P.O.D.,0.0003570153516601210,0.0003570153516601210,4.05265078041636E-05,0.00041557129086866800,6.89696709879349E-05,1.47165564124128E-26,0.0003570153516601210
589,Tony Furtado,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
1097,ToÃ±o Rosario,0.0001785076758300610,0.0001785076758300610,0.0,0.0003809403499629460,5.05880345344126E-05,7.47148248630189E-27,0.0001785076758300610
1098,Soundgarden,0.00749732238486255,0.00749732238486255,0.000615921995884279,0.0029498122584677500,0.0002575481165921680,1.53834192920587E-10,0.03098067321372430
1113,t.A.T.u.,0.0001785076758300610,0.0001785076758300610,2.37906519928462E-06,0.0003809403499629460,4.99256332207722E-05,7.47148248630189E-27,0.0001785076758300610
1163,Serge Chaloff,0.0001785076758300610,0.0001785076758300610,0.0,0.0008474130238906140,0.00015535403450590100,0.001107296001841900,0.15684061456798800
1190,Syreeta,0.0008925383791503040,0.0008925383791503040,0.0,0.001000412050714840,9.9396915848079E-05,1.64339115341837E-13,0.02297590536287610
1266,Alla Rakha,0.0005355230274901820,0.0005355230274901820,0.0,0.0005671753646063090,0.00010196623682107900,2.08921036214419E-08,0.07323463349950470
1433,Pam Tillis,0.0019635844341306700,0.0019635844341306700,1.18016249559965E-05,0.0008430109514951360,8.21858689333259E-05,6.62529634118737E-22,0.004289284439230890
1498,All That Remains,0.0005355230274901820,0.0005355230274901820,4.13945592764578E-05,0.0004502022317743900,7.70840870800304E-05,2.19616303385238E-26,0.0005355230274901820
1589,GyÃ¶rgy KurtÃ¡g,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
1611,Speedy,0.0001785076758300610,0.0001785076758300610,4.44418671935931E-06,0.00038440344405351800,6.13665670917621E-05,1.19770128341021E-25,0.00023801023444008100
2130,Alfred Newman,0.0010710460549803600,0.0010710460549803600,0.0,0.0019630971351892700,0.0002616589650972510,0.0008618282388732420,0.16241391087537500
2252,Allan Holdsworth,0.0001785076758300610,0.0001785076758300610,0.0010221200439180000,0.00042077330204998700,5.64583266663483E-05,6.26221293030979E-08,0.07292167328913210
2273,Allan Sherman,0.0003570153516601210,0.0003570153516601210,3.19437936753744E-05,0.0004694329830950140,5.90308640218721E-05,2.54094304450188E-12,0.01249192888341670
2330,Sergio Mendes,0.0008925383791503040,0.0008925383791503040,0.00026478334508143600,0.0009317251987574860,7.05506641763504E-05,1.67352759098705E-10,0.06420011866265640
2411,Tangerine Dream,0.006069260978222060,0.006069260978222060,0.0004013684091052960,0.00449483039455999,0.0004606259027749160,1.04855428765809E-05,0.11041178114680900
2578,Tanita Tikaram,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
2750,Total,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
2867,Pat Travers,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
3056,P.P. Arnold,0.0001785076758300610,0.0001785076758300610,0.0,0.0004656529506165100,5.57559484960188E-05,1.08235820597878E-11,0.03575215499359200
3170,Pablo Cruise,0.0001785076758300610,0.0001785076758300610,2.88417563964124E-05,0.00045294245276540500,5.24941468986496E-05,4.08559788419543E-11,0.007017741132947460
3226,Alexisonfire,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
3413,Allan Jones,0.0001785076758300610,0.0001785076758300610,0.0,0.0006385699850839050,6.1488022067587E-05,6.77667951056732E-06,0.10229947175473100
3426,Tank,0.0003570153516601210,0.0003570153516601210,4.55390922847602E-05,0.00041557129086866800,9.2981718607401E-05,1.47165564124128E-26,0.0003570153516601210
3595,Andrew Lloyd Webber,0.0024991074616208500,0.0024991074616208500,0.0005808570928446350,0.0011290684274907600,0.0001937910167371280,7.83531125345756E-11,0.03810710604507610
3627,Pato Banton,0.0007140307033202430,0.0007140307033202430,7.46561889548981E-06,0.0005764577309489180,6.5964834941159E-05,6.27547104778316E-18,0.004500088755213120
3669,Southern Culture on the Skids,0.0001785076758300610,0.0001785076758300610,3.10514752993684E-06,0.0003809403499629460,4.86008305934913E-05,7.47148248630189E-27,0.0001785076758300610
3829,T-Bone Walker,0.008568368439842910,0.008568368439842910,4.73460462893685E-05,0.14244933386222900,0.009863168881590240,0.2724232074897990,0.2658606428979620
4358,Tony Rebel,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
4451,T.S.O.L.,0.0001785076758300610,0.0001785076758300610,6.9501006759376E-08,0.00042525756503999800,5.31631049228616E-05,4.99937473696581E-21,0.004552561277376310
4458,Parijat,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
4553,T-Connection,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
4852,Selena,0.0023205997857907900,0.0023205997857907900,0.00028508511552940000,0.0010275807760269700,0.00021421719999890400,7.05278626798354E-21,0.0076280896357613100
4955,Space,0.0,0.0,0.0,0.0003463094090572230,4.661362665257E-05,2.26408560190967E-28,0.0
5307,Alicia Keys,0.0010710460549803600,0.0010710460549803600,6.29601213273564E-05,0.0005540950544915570,7.85134793884124E-05,4.36968521168565E-26,0.0010710460549803600
5366,Alfredo Gutierrez,0.0001785076758300610,0.0001785076758300610,0.0,0.000407571543519446,5.83956823426494E-05,8.08063471749569E-23,0.0013685588480304700
