"artist_id","artist_name","in_degree_centrality","out_degree_centrality","betweenness_centrality","katz_centrality","pagerank","eigenvector_centrality","closeness_centrality"
532957,"Cab Calloway",0.00481970724741164,0.00481970724741164,0,0.0979997544836677,0.0205196186602484,0.401740194114069,0.253622342388388
79016,"Billie Holiday",0.0189218136379864,0.0189218136379864,0.000195341517717666,0.069301191386172,0.0195699811969402,0.139397083889102,0.281447880962034
259529,"Lester Young",0.0091038914673331,0.0091038914673331,9.21083654263939e-05,0.0480158441380394,0.0169198000734138,0.14451651465552,0.259414219024894
287604,"Louis Jordan",0.00946090681899322,0.00946090681899322,5.11866986891603e-05,0.190284582136926,0.0134182282071958,0.363312256585286,0.278208794900627
3829,"T-Bone Walker",0.00856836843984291,0.00856836843984291,4.73460462893685e-05,0.142449333862229,0.00986316888159024,0.272423207489799,0.265860642897962
13511,"Sister Rosetta Tharpe",0.00232059978579079,0.00232059978579079,0.000257854248287522,0.026087704032313,0.00914972713786219,0.0574160177604055,0.246043279271618
754032,"The Beatles",0.109782220635487,0.109782220635487,0.0178538541912949,0.239583419696281,0.0090669910551985,0.0246873205225806,0.302325391337077
403120,"The Mills Brothers",0.00624776865405213,0.00624776865405213,4.01175210519158e-05,0.0919001482703278,0.00760598619668933,0.22898838660183,0.258700525595953
848784,"Roy Acuff",0.00892538379150304,0.00892538379150304,0,0.111648045283233,0.00681652043671487,0.188066842534954,0.236536090290112
805930,"Charlie Christian",0.00624776865405213,0.00624776865405213,4.86316855050371e-05,0.065822060986681,0.00671670075603539,0.132410731724724,0.260162576697145
