"",".y.","group1","group2","n1","n2","statistic","p","p.adj","p.adj.signif"
"1","loudness","Avant-Garde","Blues",11,101,2.13842842832542,0.0324819872381146,1,"ns"
"2","loudness","Avant-Garde","Children's",11,4,1.05717908716538,0.29042986225402,1,"ns"
"3","loudness","Avant-Garde","Classical",11,28,-0.600264593385921,0.548329911446926,1,"ns"
"4","loudness","Avant-Garde","Comedy/Spoken",11,46,1.39440033412634,0.163196747271935,1,"ns"
"5","loudness","Avant-Garde","Country",11,403,3.56230683872824,0.000367610370128676,0.0698459703244484,"ns"
"6","loudness","Avant-Garde","Easy Listening",11,23,0.448106977236942,0.65407599280095,1,"ns"
"7","loudness","Avant-Garde","Electronic",11,208,4.53660399642514,5.71673055158783e-06,0.00108617880480169,"**"
"8","loudness","Avant-Garde","Folk",11,95,0.418939172042641,0.675260587927756,1,"ns"
"9","loudness","Avant-Garde","International",11,81,1.98505824469168,0.0471379916875929,1,"ns"
"10","loudness","Avant-Garde","Jazz",11,406,0.542545572512359,0.587442721896125,1,"ns"
"11","loudness","Avant-Garde","Latin",11,229,4.28864045299146,1.79770105901717e-05,0.00341563201213262,"**"
"12","loudness","Avant-Garde","New Age",11,38,-0.627546910888585,0.530300796146161,1,"ns"
"13","loudness","Avant-Garde","Pop/Rock",11,2807,4.95605199635569,7.1939971463484e-07,0.00013668594578062,"***"
"14","loudness","Avant-Garde","R&B;",11,677,4.15196169493825,3.29637445126156e-05,0.00626311145739696,"**"
"15","loudness","Avant-Garde","Reggae",11,141,3.90129640107225,9.56789137536961e-05,0.0181789936132023,"*"
"16","loudness","Avant-Garde","Religious",11,89,4.21223342644987,2.52858039609478e-05,0.00480430275258009,"**"
"17","loudness","Avant-Garde","Stage & Screen",11,50,-0.195511499289797,0.84499253625681,1,"ns"
"18","loudness","Avant-Garde","Unknown",11,3,1.94024623587003,0.0523497718991599,1,"ns"
"19","loudness","Avant-Garde","Vocal",11,162,0.782091040642555,0.434161071695406,1,"ns"
"20","loudness","Blues","Children's",101,4,-0.121035184800592,0.903663166606147,1,"ns"
"21","loudness","Blues","Classical",101,28,-4.17910998740856,2.92652134150436e-05,0.00556039054885829,"**"
"22","loudness","Blues","Comedy/Spoken",101,46,-1.18598915840536,0.23562658104004,1,"ns"
"23","loudness","Blues","Country",101,403,3.68157909584699,0.000231793854695119,0.0440408323920725,"*"
"24","loudness","Blues","Easy Listening",101,23,-2.22772696455708,0.0258987277609977,1,"ns"
"25","loudness","Blues","Electronic",101,208,5.97444192116245,2.30879166217751e-09,4.38670415813728e-07,"****"
"26","loudness","Blues","Folk",101,95,-3.81696439663498,0.000135103656751893,0.0256696947828597,"*"
"27","loudness","Blues","International",101,81,-0.275552960140562,0.782891443610471,1,"ns"
"28","loudness","Blues","Jazz",101,406,-4.61518005319875,3.92754665294108e-06,0.000746233864058805,"***"
"29","loudness","Blues","Latin",101,229,5.39818526763321,6.7318333397612e-08,1.27904833455463e-05,"****"
"30","loudness","Blues","New Age",101,38,-4.69674722343583,2.64337245300555e-06,0.000502240766071055,"***"
"31","loudness","Blues","Pop/Rock",101,2807,8.07941186090651,6.50798787972244e-16,1.23651769714726e-13,"****"
"32","loudness","Blues","R&B;",101,677,5.4658195808411,4.60772819486477e-08,8.75468357024306e-06,"****"
"33","loudness","Blues","Reggae",101,141,4.16041495041815,3.17669899954163e-05,0.0060357280991291,"**"
"34","loudness","Blues","Religious",101,89,4.58967152767234,4.43944059550574e-06,0.000843493713146091,"***"
"35","loudness","Blues","Stage & Screen",101,50,-4.30302647721335,1.6848070694471e-05,0.00320113343194948,"**"
"36","loudness","Blues","Unknown",101,3,0.998177009498639,0.318193532667226,1,"ns"
"37","loudness","Blues","Vocal",101,162,-3.43328014066653,0.000596325615157317,0.11330186687989,"ns"
"38","loudness","Children's","Classical",4,28,-1.55439453428529,0.120090336191775,1,"ns"
"39","loudness","Children's","Comedy/Spoken",4,46,-0.286321718365427,0.774631725271316,1,"ns"
"40","loudness","Children's","Country",4,403,0.938108353668376,0.34818872924947,1,"ns"
"41","loudness","Children's","Easy Listening",4,23,-0.836179094244505,0.403054157513919,1,"ns"
"42","loudness","Children's","Electronic",4,208,1.5576554640119,0.119314943186828,1,"ns"
"43","loudness","Children's","Folk",4,95,-0.947913631781864,0.343173424629859,1,"ns"
"44","loudness","Children's","International",4,81,0.0402281345898835,0.967911247620542,1,"ns"
"45","loudness","Children's","Jazz",4,406,-0.898534038379046,0.368900906814626,1,"ns"
"46","loudness","Children's","Latin",4,229,1.40083113643505,0.161264575337853,1,"ns"
"47","loudness","Children's","New Age",4,38,-1.58300773482091,0.113419701436297,1,"ns"
"48","loudness","Children's","Pop/Rock",4,2807,1.75869009141223,0.0786301612929955,1,"ns"
"49","loudness","Children's","R&B;",4,677,1.28567385739029,0.198556908638547,1,"ns"
"50","loudness","Children's","Reggae",4,141,1.191314863077,0.233530001199809,1,"ns"
"51","loudness","Children's","Religious",4,89,1.42625368110723,0.153795129440135,1,"ns"
"52","loudness","Children's","Stage & Screen",4,50,-1.31322327320298,0.189107723918931,1,"ns"
"53","loudness","Children's","Unknown",4,3,0.846465020644432,0.397293379432733,1,"ns"
"54","loudness","Children's","Vocal",4,162,-0.738095048695207,0.460456692340361,1,"ns"
"55","loudness","Classical","Comedy/Spoken",28,46,2.84363443683084,0.00446021888193239,0.847441587567155,"ns"
"56","loudness","Classical","Country",28,403,6.66319142572857,2.67944289772602e-11,5.09094150567943e-09,"****"
"57","loudness","Classical","Easy Listening",28,23,1.34276656626659,0.179347572549247,1,"ns"
"58","loudness","Classical","Electronic",28,208,8.03345195692578,9.47677747898786e-16,1.80058772100769e-13,"****"
"59","loudness","Classical","Folk",28,95,1.61380605772951,0.106569500191132,1,"ns"
"60","loudness","Classical","International",28,81,3.8839563387866,0.00010277037032115,0.0195263703610186,"*"
"61","loudness","Classical","Jazz",28,406,1.94167387391988,0.0521765934502792,1,"ns"
"62","loudness","Classical","Latin",28,229,7.67904490909557,1.60279044616241e-14,3.04530184770859e-12,"****"
"63","loudness","Classical","New Age",28,38,-0.00506320735045067,0.995960162287865,1,"ns"
"64","loudness","Classical","Pop/Rock",28,2807,9.00804599587906,2.09760391037159e-19,3.98544742970603e-17,"****"
"65","loudness","Classical","R&B;",28,677,7.65147376689259,1.98688849471389e-14,3.77508813995639e-12,"****"
"66","loudness","Classical","Reggae",28,141,6.93535563288399,4.05200507631938e-12,7.69880964500682e-10,"****"
"67","loudness","Classical","Religious",28,89,7.19879343385362,6.0747697761915e-13,1.15420625747639e-10,"****"
"68","loudness","Classical","Stage & Screen",28,50,0.62908317283132,0.52929460621951,1,"ns"
"69","loudness","Classical","Unknown",28,3,2.43189208416299,0.0150201817468818,1,"ns"
"70","loudness","Classical","Vocal",28,162,2.23431666459799,0.0254622446055537,1,"ns"
"71","loudness","Comedy/Spoken","Country",46,403,3.98788164903945,6.66659046484704e-05,0.0126665218832094,"*"
"72","loudness","Comedy/Spoken","Easy Listening",46,23,-1.18935196325334,0.234301195272733,1,"ns"
"73","loudness","Comedy/Spoken","Electronic",46,208,5.74188346500671,9.36292502606488e-09,1.77895575495233e-06,"****"
"74","loudness","Comedy/Spoken","Folk",46,95,-1.86262980660021,0.0625143677717057,1,"ns"
"75","loudness","Comedy/Spoken","International",46,81,0.920049720072082,0.357546777475529,1,"ns"
"76","loudness","Comedy/Spoken","Jazz",46,406,-1.94265103963017,0.052058335589346,1,"ns"
"77","loudness","Comedy/Spoken","Latin",46,229,5.2964294205187,1.18088951396849e-07,2.24369007654012e-05,"****"
"78","loudness","Comedy/Spoken","New Age",46,38,-3.11505350232105,0.0018391154818312,0.349431941547928,"ns"
"79","loudness","Comedy/Spoken","Pop/Rock",46,2807,6.92405252161823,4.38903063831582e-12,8.33915821280006e-10,"****"
"80","loudness","Comedy/Spoken","R&B;",46,677,5.2109683363122,1.8785751551643e-07,3.56929279481218e-05,"****"
"81","loudness","Comedy/Spoken","Reggae",46,141,4.43646753577053,9.1447118883639e-06,0.00173749525878914,"**"
"82","loudness","Comedy/Spoken","Religious",46,89,4.83633160707085,1.3225721423242e-06,0.000251288707041598,"***"
"83","loudness","Comedy/Spoken","Stage & Screen",46,50,-2.60945289235991,0.00906871312764041,1,"ns"
"84","loudness","Comedy/Spoken","Unknown",46,3,1.33542730734975,0.181736532243872,1,"ns"
"85","loudness","Comedy/Spoken","Vocal",46,162,-1.3426829373286,0.179374661972789,1,"ns"
"86","loudness","Country","Easy Listening",403,23,-4.31176477903262,1.61956677557668e-05,0.00307717687359569,"**"
"87","loudness","Country","Electronic",403,208,3.68843837069819,0.000225634662487606,0.0428705858726452,"*"
"88","loudness","Country","Folk",403,95,-8.37524855552704,5.51074408921875e-17,1.04704137695156e-14,"****"
"89","loudness","Country","International",403,81,-3.70193523157561,0.000213961243725477,0.0406526363078407,"*"
"90","loudness","Country","Jazz",403,406,-13.1242004259196,2.39295075169703e-39,4.54660642822436e-37,"****"
"91","loudness","Country","Latin",403,229,2.84131765824902,0.00449275361237256,0.853623186350786,"ns"
"92","loudness","Country","New Age",403,38,-7.68130064621723,1.57481402376118e-14,2.99214664514624e-12,"****"
"93","loudness","Country","Pop/Rock",403,2807,7.67033597012457,1.71546416706048e-14,3.25938191741491e-12,"****"
"94","loudness","Country","R&B;",403,677,2.75534684606807,0.00586299460702702,1,"ns"
"95","loudness","Country","Reggae",403,141,1.35593573211341,0.175119617261996,1,"ns"
"96","loudness","Country","Religious",403,89,2.1994317630725,0.0278472361825276,1,"ns"
"97","loudness","Country","Stage & Screen",403,50,-7.69483010797314,1.41682301613936e-14,2.69196373066479e-12,"****"
"98","loudness","Country","Unknown",403,3,0.30219764987931,0.762501395668725,1,"ns"
"99","loudness","Country","Vocal",403,162,-9.0827614764748,1.05854412073871e-19,2.01123382940355e-17,"****"
"100","loudness","Easy Listening","Electronic",23,208,5.63969115883244,1.70355436090426e-08,3.2367532857181e-06,"****"
"101","loudness","Easy Listening","Folk",23,95,-0.132723131564055,0.89441234836384,1,"ns"
"102","loudness","Easy Listening","International",23,81,2.00445048621468,0.0450218258157489,1,"ns"
"103","loudness","Easy Listening","Jazz",23,406,0.00706295430483665,0.994364624660307,1,"ns"
"104","loudness","Easy Listening","Latin",23,229,5.30090735906587,1.15228551985676e-07,2.18934248772784e-05,"****"
"105","loudness","Easy Listening","New Age",23,38,-1.43509414775295,0.151260270996386,1,"ns"
"106","loudness","Easy Listening","Pop/Rock",23,2807,6.366621199253,1.93237617408324e-10,3.67151473075815e-08,"****"
"107","loudness","Easy Listening","R&B;",23,677,5.17727846582754,2.2514604232915e-07,4.27777480425385e-05,"****"
"108","loudness","Easy Listening","Reggae",23,141,4.7004704153996,2.59562860050042e-06,0.00049316943409508,"***"
"109","loudness","Easy Listening","Religious",23,89,5.05305929346051,4.34788845363409e-07,8.26098806190477e-05,"****"
"110","loudness","Easy Listening","Stage & Screen",23,50,-0.910431461383651,0.362595012039774,1,"ns"
"111","loudness","Easy Listening","Unknown",23,3,1.79113345705313,0.0732718813551046,1,"ns"
"112","loudness","Easy Listening","Vocal",23,162,0.356390087145559,0.721548451994554,1,"ns"
