"artist_id","artist_name","in_degree_centrality","out_degree_centrality","betweenness_centrality","katz_centrality","pagerank","eigenvector_centrality","closeness_centrality"
754032,"The Beatles",0.109782220635487,0.109782220635487,0.0178538541912949,0.239583419696281,0.0090669910551985,0.0246873205225806,0.302325391337077
66915,"Bob Dylan",0.0694394858978936,0.0694394858978936,0.00703042660380642,0.188827100361686,0.00573701700640538,0.0318040785202507,0.305656074494393
894465,"The Rolling Stones",0.0569439485897894,0.0569439485897894,0.00847793109359501,0.145674358449483,0.00403490954273136,0.00948164623081103,0.250973753214614
531986,"David Bowie",0.0424848268475545,0.0424848268475545,0.00554297541870567,0.0541771319625749,0.00245544546652402,0.00021408840947415,0.137099174940302
139026,"Led Zeppelin",0.0394501963584434,0.0394501963584434,0.00258005994205225,0.0371940318264465,0.00186953538959534,4.5521209860948e-05,0.136812214129976
354105,"Jimi Hendrix",0.0358800428418422,0.0358800428418422,0.00900216393553246,0.0832770296498185,0.00320934603059732,0.013260874121961,0.277323651078366
100160,"The Kinks",0.0342734737593717,0.0342734737593717,0.00022512626061024,0.0933704549941329,0.00269045349625012,0.00147913990975151,0.197645689416551
41874,"The Beach Boys",0.0332024277043913,0.0332024277043913,0.00528879815405677,0.0561940315634053,0.00206890873449337,0.00424474347633073,0.222441177360313
549797,"Hank Williams",0.0328454123527312,0.0328454123527312,6.32127171014446e-05,0.188237702656771,0.00485525658698733,0.148690166211872,0.273507763194109
840402,"The Velvet Underground",0.032309889325241,0.032309889325241,0.00154161981736188,0.0804607121806548,0.00268415831844002,0.0005756856079697,0.143155376661931
583959,"Willie Nelson",0.011781506604784,0.011781506604784,0.0370377919124217,0.0108909356288856,0.000543862269713174,0.00083242908614237,0.165116573552653
222927,"Uncle Tupelo",0.00339164584077115,0.00339164584077115,0.0368648213486805,0.00132931461558951,0.000162349261485076,6.41191670285482e-05,0.119376650422404
846092,"Phosphorescent",0.000535523027490182,0.000535523027490182,0.0367807214988381,0.00163105182606534,8.33824168202235e-05,0.000230814092170445,0.137848966682004
278575,"Hoyt Axton",0.00196358443413067,0.00196358443413067,0.0307903762095629,0.00460749412683382,0.000209181678894924,0.00212679732091233,0.170330934671426
102050,"The Kingston Trio",0.00374866119243128,0.00374866119243128,0.0299048869156893,0.0202280544405589,0.000613219219071351,0.00763193133175688,0.201182257389314
423829,"Miles Davis",0.0285612281328097,0.0285612281328097,0.024155218597482,0.0504157883857931,0.00272163753316595,0.0246950404860634,0.273605015388134
33161,"Sly & the Family Stone",0.0119600142806141,0.0119600142806141,0.0218354329933434,0.0236098315737385,0.00112681357709055,0.0114325429506195,0.244683883757106
840102,"Jefferson Airplane",0.00446269189575152,0.00446269189575152,0.0155647144946885,0.0152323167035289,0.000474889165208955,0.00517269175317525,0.224186878961502
418740,"Sex Pistols",0.0273116744019993,0.0273116744019993,0.0141456780091343,0.043442512478215,0.00205962238456538,0.000121237673556178,0.137509812511883
120521,"Chuck Berry",0.0283827204569797,0.0283827204569797,0.000486364046293434,0.247047999309156,0.00459028968005421,0.0755861668915142,0.295426096266643
608701,"Muddy Waters",0.0201713673687969,0.0201713673687969,0.000294757852544176,0.200845020658078,0.00658553269225008,0.151866074587822,0.281002111204027
287604,"Louis Jordan",0.00946090681899322,0.00946090681899322,5.11866986891603e-05,0.190284582136926,0.0134182282071958,0.363312256585286,0.278208794900627
824022,"Little Richard",0.0157086754730453,0.0157086754730453,0.000755734024240017,0.186167539751602,0.00387983946902024,0.070322453403056,0.293229739081596
180228,"Elvis Presley",0.0296322741877901,0.0296322741877901,0.00299182249165621,0.178426118589289,0.00368733235324174,0.0672933620447879,0.282711142283979
343396,"Roy Brown",0.00606926097822206,0.00606926097822206,3.31018948712366e-05,0.17774147340931,0.00398823982379513,0.198500871256064,0.25864228003193
276085,"Howlin' Wolf",0.017672259907176,0.017672259907176,4.00112499103088e-05,0.150947761862006,0.00348022615850754,0.103882572039792,0.267200592490239
532957,"Cab Calloway",0.00481970724741164,0.00481970724741164,0,0.0979997544836677,0.0205196186602484,0.401740194114069,0.253622342388388
79016,"Billie Holiday",0.0189218136379864,0.0189218136379864,0.000195341517717666,0.069301191386172,0.0195699811969402,0.139397083889102,0.281447880962034
259529,"Lester Young",0.0091038914673331,0.0091038914673331,9.21083654263939e-05,0.0480158441380394,0.0169198000734138,0.14451651465552,0.259414219024894
3829,"T-Bone Walker",0.00856836843984291,0.00856836843984291,4.73460462893685e-05,0.142449333862229,0.00986316888159024,0.272423207489799,0.265860642897962
13511,"Sister Rosetta Tharpe",0.00232059978579079,0.00232059978579079,0.000257854248287522,0.026087704032313,0.00914972713786219,0.0574160177604055,0.246043279271618
403120,"The Mills Brothers",0.00624776865405213,0.00624776865405213,4.01175210519158e-05,0.0919001482703278,0.00760598619668933,0.22898838660183,0.258700525595953
848784,"Roy Acuff",0.00892538379150304,0.00892538379150304,0,0.111648045283233,0.00681652043671487,0.188066842534954,0.236536090290112
805930,"Charlie Christian",0.00624776865405213,0.00624776865405213,4.86316855050371e-05,0.065822060986681,0.00671670075603539,0.132410731724724,0.260162576697145
82584,"Billy Eckstine",0.005890753302392,0.005890753302392,3.72283743971834e-05,0.0906485025590008,0.00510636134462053,0.217683490117212,0.263371035528644
317093,"Nat King Cole",0.0116029989289539,0.0116029989289539,2.16765694669267e-05,0.113074618404082,0.00542628272515089,0.185224154537705,0.273398669425155
960674,"Wynonie Harris",0.0041056765440914,0.0041056765440914,9.98940496453281e-07,0.122082060379325,0.00280857175888741,0.163774156004351,0.252007759767768
128099,"James Brown",0.0274901820778294,0.0274901820778294,0.00922675185092907,0.125167961089507,0.00360401825093465,0.0499019478910435,0.295355954039653
46861,"Ray Charles",0.0201713673687969,0.0201713673687969,0.00050210982523429,0.140737998266839,0.00440762617226908,0.110669474834651,0.28043392916643
