"artist_id","artist_name","in_degree_centrality","out_degree_centrality","betweenness_centrality","katz_centrality","pagerank","eigenvector_centrality","closeness_centrality"
583959,"Willie Nelson",0.011781506604784,0.011781506604784,0.0370377919124217,0.0108909356288856,0.000543862269713174,0.00083242908614237,0.165116573552653
222927,"Uncle Tupelo",0.00339164584077115,0.00339164584077115,0.0368648213486805,0.00132931461558951,0.000162349261485076,6.41191670285482e-05,0.119376650422404
846092,"Phosphorescent",0.000535523027490182,0.000535523027490182,0.0367807214988381,0.00163105182606534,8.33824168202235e-05,0.000230814092170445,0.137848966682004
278575,"Hoyt Axton",0.00196358443413067,0.00196358443413067,0.0307903762095629,0.00460749412683382,0.000209181678894924,0.00212679732091233,0.170330934671426
102050,"The Kingston Trio",0.00374866119243128,0.00374866119243128,0.0299048869156893,0.0202280544405589,0.000613219219071351,0.00763193133175688,0.201182257389314
423829,"Miles Davis",0.0285612281328097,0.0285612281328097,0.024155218597482,0.0504157883857931,0.00272163753316595,0.0246950404860634,0.273605015388134
33161,"Sly & the Family Stone",0.0119600142806141,0.0119600142806141,0.0218354329933434,0.0236098315737385,0.00112681357709055,0.0114325429506195,0.244683883757106
754032,"The Beatles",0.109782220635487,0.109782220635487,0.0178538541912949,0.239583419696281,0.0090669910551985,0.0246873205225806,0.302325391337077
840102,"Jefferson Airplane",0.00446269189575152,0.00446269189575152,0.0155647144946885,0.0152323167035289,0.000474889165208955,0.00517269175317525,0.224186878961502
418740,"Sex Pistols",0.0273116744019993,0.0273116744019993,0.0141456780091343,0.043442512478215,0.00205962238456538,0.000121237673556178,0.137509812511883
